UF;Cod _Infração;Quantidade
DISTRITO FEDERAL;6785;6
DISTRITO FEDERAL;6807;4
DISTRITO FEDERAL;6823;18
DISTRITO FEDERAL;6831;120
DISTRITO FEDERAL;6840;4
DISTRITO FEDERAL;6858;59
DISTRITO FEDERAL;6866;149
DISTRITO FEDERAL;6882;3
DISTRITO FEDERAL;6890;2
DISTRITO FEDERAL;6904;7
DISTRITO FEDERAL;6912;85
DISTRITO FEDERAL;6920;896
DISTRITO FEDERAL;6947;15
DISTRITO FEDERAL;6955;4
DISTRITO FEDERAL;6971;2
DISTRITO FEDERAL;6980;34
DISTRITO FEDERAL;7005;1
DISTRITO FEDERAL;7030;97
DISTRITO FEDERAL;7048;25
DISTRITO FEDERAL;7056;27
DISTRITO FEDERAL;7072;4
DISTRITO FEDERAL;7080;2
DISTRITO FEDERAL;7099;22
DISTRITO FEDERAL;7102;3
DISTRITO FEDERAL;7218;23
DISTRITO FEDERAL;7226;1
DISTRITO FEDERAL;7234;458
DISTRITO FEDERAL;7242;67
DISTRITO FEDERAL;7250;2
DISTRITO FEDERAL;7269;16
DISTRITO FEDERAL;7285;494
DISTRITO FEDERAL;7293;35
DISTRITO FEDERAL;7307;1
DISTRITO FEDERAL;7315;77
DISTRITO FEDERAL;7323;41
DISTRITO FEDERAL;7331;2
DISTRITO FEDERAL;7340;556
DISTRITO FEDERAL;7358;79
DISTRITO FEDERAL;7366;759
DISTRITO FEDERAL;7374;19
DISTRITO FEDERAL;7455;196061
DISTRITO FEDERAL;7463;19753
DISTRITO FEDERAL;7471;2773
DISTRITO FEDERAL;7560;3
DISTRITO FEDERAL;7579;2250
DISTRITO FEDERAL;7587;19484
DISTRITO FEDERAL;7595;1
DISTRITO FEDERAL;7617;2
DISTRITO FEDERAL;7625;521
DISTRITO FEDERAL;7633;8321
DISTRITO FEDERAL;7650;1
DISTRITO FEDERAL;7670;2
DISTRITO FEDERAL;7684;947
DISTRITO FEDERAL;7714;45
DISTRITO FEDERAL;7722;866
DISTRITO FEDERAL;7730;74
DISTRITO FEDERAL;7749;1
DISTRITO FEDERAL;7757;1
DISTRITO FEDERAL;7781;1
ESPIRITO SANTO;5002;3526
ESPIRITO SANTO;5010;719
ESPIRITO SANTO;5029;46
ESPIRITO SANTO;5037;31
ESPIRITO SANTO;5045;284
ESPIRITO SANTO;5053;6
ESPIRITO SANTO;5061;17
ESPIRITO SANTO;5070;1
ESPIRITO SANTO;5096;2
ESPIRITO SANTO;5118;404
ESPIRITO SANTO;5126;16
ESPIRITO SANTO;5134;7
ESPIRITO SANTO;5142;108
ESPIRITO SANTO;5150;1
ESPIRITO SANTO;5169;55
ESPIRITO SANTO;5185;1603
ESPIRITO SANTO;5193;117
ESPIRITO SANTO;5207;230
ESPIRITO SANTO;5215;26
ESPIRITO SANTO;5223;4
ESPIRITO SANTO;5231;9
ESPIRITO SANTO;5240;1
ESPIRITO SANTO;5258;1
ESPIRITO SANTO;5266;14
ESPIRITO SANTO;5274;21
ESPIRITO SANTO;5282;5
ESPIRITO SANTO;5290;1
ESPIRITO SANTO;5304;1
ESPIRITO SANTO;5347;1
ESPIRITO SANTO;5363;1
ESPIRITO SANTO;5371;2
ESPIRITO SANTO;5380;68
ESPIRITO SANTO;5398;10
ESPIRITO SANTO;5401;18
ESPIRITO SANTO;5410;88
ESPIRITO SANTO;5428;36
ESPIRITO SANTO;5436;3
ESPIRITO SANTO;5444;27
ESPIRITO SANTO;5452;1350
ESPIRITO SANTO;5460;113
ESPIRITO SANTO;5479;54
ESPIRITO SANTO;5487;148
ESPIRITO SANTO;5495;4
ESPIRITO SANTO;5509;216
ESPIRITO SANTO;5517;4
ESPIRITO SANTO;5525;306
ESPIRITO SANTO;5541;4770
ESPIRITO SANTO;5550;1867
ESPIRITO SANTO;5568;438
ESPIRITO SANTO;5576;4
ESPIRITO SANTO;5592;49
ESPIRITO SANTO;5606;7
ESPIRITO SANTO;5614;9
ESPIRITO SANTO;5622;69
ESPIRITO SANTO;5630;24
ESPIRITO SANTO;5657;6
ESPIRITO SANTO;5665;24
ESPIRITO SANTO;5673;62
ESPIRITO SANTO;5681;51
ESPIRITO SANTO;5690;5
ESPIRITO SANTO;5703;146
ESPIRITO SANTO;5711;62
ESPIRITO SANTO;5720;72
ESPIRITO SANTO;5738;330
ESPIRITO SANTO;5746;907
ESPIRITO SANTO;5762;1
ESPIRITO SANTO;5770;6
ESPIRITO SANTO;5789;1
ESPIRITO SANTO;5797;13
ESPIRITO SANTO;5800;13
ESPIRITO SANTO;5819;240
ESPIRITO SANTO;5827;8
ESPIRITO SANTO;5835;95
ESPIRITO SANTO;5843;96
ESPIRITO SANTO;5851;42
ESPIRITO SANTO;5860;4
ESPIRITO SANTO;5878;48
ESPIRITO SANTO;5908;21
ESPIRITO SANTO;5924;5
ESPIRITO SANTO;5932;3
ESPIRITO SANTO;5940;5
ESPIRITO SANTO;5967;243
ESPIRITO SANTO;5975;9
ESPIRITO SANTO;5983;1
ESPIRITO SANTO;5991;55
ESPIRITO SANTO;6009;1
ESPIRITO SANTO;6017;25
ESPIRITO SANTO;6025;1
ESPIRITO SANTO;6033;13
ESPIRITO SANTO;6041;499
ESPIRITO SANTO;6050;4085
ESPIRITO SANTO;6068;586
ESPIRITO SANTO;6076;12
ESPIRITO SANTO;6084;24
ESPIRITO SANTO;6122;127
ESPIRITO SANTO;6130;6
ESPIRITO SANTO;6157;1
ESPIRITO SANTO;6173;5
ESPIRITO SANTO;6181;11
ESPIRITO SANTO;6270;21
ESPIRITO SANTO;6394;3
ESPIRITO SANTO;6408;27
ESPIRITO SANTO;6416;2
ESPIRITO SANTO;6432;1
ESPIRITO SANTO;6440;1
ESPIRITO SANTO;6483;6
ESPIRITO SANTO;6491;9
ESPIRITO SANTO;6530;71
ESPIRITO SANTO;6548;1
ESPIRITO SANTO;6556;17
ESPIRITO SANTO;6564;32
ESPIRITO SANTO;6580;30
ESPIRITO SANTO;6599;1275
ESPIRITO SANTO;6602;103
ESPIRITO SANTO;6610;65
ESPIRITO SANTO;6629;47
ESPIRITO SANTO;6637;392
ESPIRITO SANTO;6645;81
ESPIRITO SANTO;6653;165
ESPIRITO SANTO;6661;26
ESPIRITO SANTO;6670;149
ESPIRITO SANTO;6688;7
ESPIRITO SANTO;6696;2
ESPIRITO SANTO;6700;43
ESPIRITO SANTO;6726;345
ESPIRITO SANTO;6742;6
ESPIRITO SANTO;6750;20
ESPIRITO SANTO;6769;127
ESPIRITO SANTO;6785;4
ESPIRITO SANTO;6793;1
ESPIRITO SANTO;6807;10
ESPIRITO SANTO;6823;30
ESPIRITO SANTO;6831;258
ESPIRITO SANTO;6840;5
ESPIRITO SANTO;6858;26
ESPIRITO SANTO;6866;4
ESPIRITO SANTO;6882;6
ESPIRITO SANTO;6904;7
ESPIRITO SANTO;6912;16
ESPIRITO SANTO;6920;94
ESPIRITO SANTO;6947;19
ESPIRITO SANTO;6955;1
ESPIRITO SANTO;6963;8
ESPIRITO SANTO;6971;7
ESPIRITO SANTO;6980;29
ESPIRITO SANTO;7030;159
ESPIRITO SANTO;7048;83
ESPIRITO SANTO;7056;29
ESPIRITO SANTO;7072;8
ESPIRITO SANTO;7099;11
ESPIRITO SANTO;7102;2
ESPIRITO SANTO;7153;1
ESPIRITO SANTO;7196;1
ESPIRITO SANTO;7218;1
ESPIRITO SANTO;7234;42
ESPIRITO SANTO;7242;6
ESPIRITO SANTO;7269;17
ESPIRITO SANTO;7285;6
ESPIRITO SANTO;7293;52
ESPIRITO SANTO;7315;6
ESPIRITO SANTO;7323;14
ESPIRITO SANTO;7340;649
ESPIRITO SANTO;7358;27
ESPIRITO SANTO;7366;369
ESPIRITO SANTO;7374;6
ESPIRITO SANTO;7455;28967
ESPIRITO SANTO;7463;5266
ESPIRITO SANTO;7471;578
ESPIRITO SANTO;7560;7
ESPIRITO SANTO;7579;362
ESPIRITO SANTO;7587;612
ESPIRITO SANTO;7617;1
ESPIRITO SANTO;7625;225
ESPIRITO SANTO;7633;1552
ESPIRITO SANTO;7670;2
ESPIRITO SANTO;7684;339
ESPIRITO SANTO;7714;179
ESPIRITO SANTO;7722;94
ESPIRITO SANTO;7730;127
ESPIRITO SANTO;7749;68
ESPIRITO SANTO;7765;1
ESPIRITO SANTO;7781;27
GOIAS;5002;3657
GOIAS;5010;2748
GOIAS;5029;20
GOIAS;5037;140
GOIAS;5045;835
GOIAS;5053;168
GOIAS;5061;30
GOIAS;5070;2
GOIAS;5088;3
GOIAS;5096;4
GOIAS;5100;2
GOIAS;5118;66
GOIAS;5126;3
GOIAS;5134;2
GOIAS;5142;14
GOIAS;5150;3
GOIAS;5169;332
GOIAS;5177;3
GOIAS;5185;7922
GOIAS;5193;404
GOIAS;5207;537
GOIAS;5215;76
GOIAS;5223;4
GOIAS;5231;34
GOIAS;5240;1
GOIAS;5258;33
GOIAS;5266;7
GOIAS;5274;208
GOIAS;5282;2
GOIAS;5304;1
GOIAS;5320;3
GOIAS;5339;1
GOIAS;5347;8
GOIAS;5363;2
GOIAS;5371;6
GOIAS;5380;3450
GOIAS;5398;36
GOIAS;5401;60
GOIAS;5410;227
GOIAS;5428;63
GOIAS;5436;2
GOIAS;5444;138
GOIAS;5452;16301
GOIAS;5460;336
GOIAS;5479;70
GOIAS;5487;1000
GOIAS;5495;106
GOIAS;5509;188
GOIAS;5517;2
GOIAS;5525;519
GOIAS;5541;6461
GOIAS;5550;7048
GOIAS;5568;11588
GOIAS;5576;42
GOIAS;5584;43
GOIAS;5592;222
GOIAS;5606;23
GOIAS;5614;21
GOIAS;5622;361
GOIAS;5630;48
GOIAS;5657;28
GOIAS;5665;800
GOIAS;5673;1721
GOIAS;5681;1895
GOIAS;5690;241
GOIAS;5703;403
GOIAS;5711;173
GOIAS;5720;298
GOIAS;5738;2628
GOIAS;5746;884
GOIAS;5762;1
GOIAS;5770;33
GOIAS;5789;1
GOIAS;5797;21
GOIAS;5800;58
GOIAS;5819;1105
GOIAS;5827;26
GOIAS;5835;277
GOIAS;5843;626
GOIAS;5851;28
GOIAS;5860;18
GOIAS;5878;35
GOIAS;5886;1
GOIAS;5908;48
GOIAS;5916;7
GOIAS;5924;10
GOIAS;5932;2
GOIAS;5940;5
GOIAS;5959;42
GOIAS;5967;692
GOIAS;5975;8
GOIAS;5983;5
GOIAS;5991;305
GOIAS;6009;5
GOIAS;6017;405
GOIAS;6025;44
GOIAS;6033;7
GOIAS;6041;4348
GOIAS;6050;9622
GOIAS;6068;899
GOIAS;6076;58
GOIAS;6084;16
GOIAS;6122;441
GOIAS;6130;112
GOIAS;6149;10
GOIAS;6157;8
GOIAS;6165;5
GOIAS;6173;11
GOIAS;6181;6
GOIAS;6190;1
GOIAS;6203;2
GOIAS;6254;1
GOIAS;6262;2
GOIAS;6270;72
GOIAS;6289;1
GOIAS;6297;1
GOIAS;6300;1
GOIAS;6327;2
GOIAS;6394;8
GOIAS;6408;82
GOIAS;6416;3
GOIAS;6432;18
GOIAS;6440;3
GOIAS;6459;2
GOIAS;6467;1
GOIAS;6483;18
GOIAS;6491;18
GOIAS;6505;1
GOIAS;6521;3
GOIAS;6530;686
GOIAS;6548;300
GOIAS;6556;93
GOIAS;6564;43
GOIAS;6580;124
GOIAS;6599;4687
GOIAS;6602;356
GOIAS;6610;766
GOIAS;6629;4
GOIAS;6637;1237
GOIAS;6645;614
GOIAS;6653;811
GOIAS;6661;125
GOIAS;6670;569
GOIAS;6688;48
GOIAS;6696;2
GOIAS;6700;169
GOIAS;6726;622
GOIAS;6750;64
GOIAS;6769;1527
GOIAS;6777;1
GOIAS;6785;12
GOIAS;6807;14
GOIAS;6823;152
GOIAS;6831;531
GOIAS;6840;95
GOIAS;6858;85
GOIAS;6866;21
GOIAS;6882;5
GOIAS;6890;5
GOIAS;6904;10
GOIAS;6912;135
GOIAS;6920;11769
GOIAS;6947;28
GOIAS;6955;1
GOIAS;6963;8
GOIAS;6971;29
GOIAS;6980;55
GOIAS;7013;1
GOIAS;7030;227
GOIAS;7048;184
GOIAS;7056;113
GOIAS;7072;36
GOIAS;7080;2
GOIAS;7099;29
GOIAS;7102;13
GOIAS;7110;1
GOIAS;7129;1
GOIAS;7137;1
GOIAS;7145;2
GOIAS;7153;3
GOIAS;7161;1
GOIAS;7218;93
GOIAS;7234;61
GOIAS;7242;38
GOIAS;7250;3
GOIAS;7269;42
GOIAS;7285;85
GOIAS;7293;15
GOIAS;7315;48
GOIAS;7323;42
GOIAS;7340;1679
GOIAS;7358;44
GOIAS;7366;2378
GOIAS;7374;19
GOIAS;7439;1
GOIAS;7455;180016
GOIAS;7463;33898
GOIAS;7471;7021
GOIAS;7560;18
GOIAS;7579;518
GOIAS;7587;3248
GOIAS;7617;5
GOIAS;7625;1016
GOIAS;7633;8678
GOIAS;7641;1
GOIAS;7670;21
GOIAS;7684;3309
GOIAS;7714;277
GOIAS;7722;2373
GOIAS;7730;229
GOIAS;7749;4
GOIAS;7757;2
MARANHAO;5002;3939
MARANHAO;5010;539
MARANHAO;5029;1
MARANHAO;5037;10
MARANHAO;5045;85
MARANHAO;5053;10
MARANHAO;5061;8
MARANHAO;5088;1
MARANHAO;5096;3
MARANHAO;5100;1
MARANHAO;5118;16
MARANHAO;5134;2
MARANHAO;5142;4
MARANHAO;5150;3
MARANHAO;5169;30
MARANHAO;5185;1408
MARANHAO;5193;125
MARANHAO;5207;48
MARANHAO;5215;21
MARANHAO;5223;1
MARANHAO;5231;2
MARANHAO;5240;2
MARANHAO;5258;17
MARANHAO;5266;2
MARANHAO;5274;116
MARANHAO;5347;1
MARANHAO;5371;2
MARANHAO;5380;100
MARANHAO;5398;13
MARANHAO;5401;51
MARANHAO;5410;107
MARANHAO;5428;6
MARANHAO;5436;1
MARANHAO;5444;14
MARANHAO;5452;1132
MARANHAO;5460;42
MARANHAO;5479;75
MARANHAO;5487;355
MARANHAO;5495;6
MARANHAO;5509;69
MARANHAO;5517;1
MARANHAO;5525;54
MARANHAO;5541;698
MARANHAO;5550;1415
MARANHAO;5568;161
MARANHAO;5576;2
MARANHAO;5592;33
MARANHAO;5606;3
MARANHAO;5622;84
MARANHAO;5630;9
MARANHAO;5665;39
MARANHAO;5673;87
MARANHAO;5681;34
MARANHAO;5690;5
MARANHAO;5703;34
MARANHAO;5711;24
MARANHAO;5720;80
MARANHAO;5738;437
MARANHAO;5746;162
MARANHAO;5762;40
MARANHAO;5770;5
MARANHAO;5797;3
MARANHAO;5800;3
MARANHAO;5819;913
MARANHAO;5827;2
MARANHAO;5835;105
MARANHAO;5843;19
MARANHAO;5851;9
MARANHAO;5860;3
MARANHAO;5878;5
MARANHAO;5908;9
MARANHAO;5916;1
MARANHAO;5924;3
MARANHAO;5940;2
MARANHAO;5959;15
MARANHAO;5967;76
MARANHAO;5975;1
MARANHAO;5991;210
MARANHAO;6009;1
MARANHAO;6017;425
MARANHAO;6025;5
MARANHAO;6033;3
MARANHAO;6041;862
MARANHAO;6050;2994
MARANHAO;6068;142
MARANHAO;6076;9
MARANHAO;6084;6
MARANHAO;6106;1
MARANHAO;6122;70
MARANHAO;6130;6
MARANHAO;6149;4
MARANHAO;6165;1
MARANHAO;6173;4
MARANHAO;6181;1
MARANHAO;6190;1
MARANHAO;6262;1
MARANHAO;6270;6
MARANHAO;6408;3
MARANHAO;6440;1
MARANHAO;6459;1
MARANHAO;6483;3
MARANHAO;6491;8
MARANHAO;6530;11
MARANHAO;6548;6
MARANHAO;6556;13
MARANHAO;6564;34
MARANHAO;6580;101
MARANHAO;6599;652
MARANHAO;6602;31
MARANHAO;6610;14
MARANHAO;6629;2
MARANHAO;6637;340
MARANHAO;6645;46
MARANHAO;6653;66
MARANHAO;6661;12
MARANHAO;6670;42
MARANHAO;6688;2
MARANHAO;6700;63
MARANHAO;6726;33
MARANHAO;6734;1
MARANHAO;6750;9
MARANHAO;6769;68
MARANHAO;6777;2
MARANHAO;6785;2
MARANHAO;6807;3
MARANHAO;6815;1
MARANHAO;6823;18
MARANHAO;6831;245
MARANHAO;6840;3
MARANHAO;6858;139
MARANHAO;6866;24
MARANHAO;6882;1
MARANHAO;6904;9
MARANHAO;6912;78
MARANHAO;6920;1152
MARANHAO;6947;3
MARANHAO;6971;9
MARANHAO;6980;20
MARANHAO;7030;1007
MARANHAO;7048;825
MARANHAO;7056;11
MARANHAO;7072;64
MARANHAO;7080;2
MARANHAO;7099;4
MARANHAO;7102;2
MARANHAO;7137;1
MARANHAO;7161;1
MARANHAO;7234;8
MARANHAO;7242;6
MARANHAO;7269;9
MARANHAO;7285;9
MARANHAO;7293;11
MARANHAO;7315;8
MARANHAO;7323;9
MARANHAO;7340;514
MARANHAO;7358;4
MARANHAO;7366;197
MARANHAO;7374;15
MARANHAO;7455;25222
MARANHAO;7463;5049
MARANHAO;7471;1050
MARANHAO;7560;5
MARANHAO;7579;42
MARANHAO;7587;386
MARANHAO;7625;440
MARANHAO;7633;852
MARANHAO;7684;132
MARANHAO;7714;7
MARANHAO;7722;24
MARANHAO;7730;6
MARANHAO;7765;2
MATO GROSSO;5002;2272
MATO GROSSO;5010;1754
MATO GROSSO;5029;17
MATO GROSSO;5037;23
MATO GROSSO;5045;253
MATO GROSSO;5053;7
MATO GROSSO;5061;26
MATO GROSSO;5088;1
MATO GROSSO;5096;3
MATO GROSSO;5118;122
MATO GROSSO;5126;2
MATO GROSSO;5134;2
MATO GROSSO;5142;6
MATO GROSSO;5169;665
MATO GROSSO;5177;17
MATO GROSSO;5185;4196
MATO GROSSO;5193;256
MATO GROSSO;5207;127
MATO GROSSO;5215;26
MATO GROSSO;5231;4
MATO GROSSO;5240;4
MATO GROSSO;5258;19
MATO GROSSO;5266;1
MATO GROSSO;5274;161
MATO GROSSO;5282;5
MATO GROSSO;5290;1
MATO GROSSO;5312;1
MATO GROSSO;5320;1
MATO GROSSO;5347;1
MATO GROSSO;5363;1
MATO GROSSO;5371;1
MATO GROSSO;5380;195
MATO GROSSO;5398;9
MATO GROSSO;5401;10
MATO GROSSO;5410;61
MATO GROSSO;5428;21
MATO GROSSO;5436;1
MATO GROSSO;5444;25
MATO GROSSO;5452;1311
MATO GROSSO;5460;76
MATO GROSSO;5479;11
MATO GROSSO;5487;130
MATO GROSSO;5495;12
MATO GROSSO;5509;121
MATO GROSSO;5525;195
MATO GROSSO;5541;652
MATO GROSSO;5550;928
MATO GROSSO;5568;1374
MATO GROSSO;5576;8
MATO GROSSO;5584;7
MATO GROSSO;5592;50
MATO GROSSO;5606;5
MATO GROSSO;5614;10
MATO GROSSO;5622;73
MATO GROSSO;5630;22
MATO GROSSO;5657;19
MATO GROSSO;5665;15
MATO GROSSO;5673;925
MATO GROSSO;5681;142
MATO GROSSO;5690;5
MATO GROSSO;5703;199
MATO GROSSO;5711;83
MATO GROSSO;5720;46
MATO GROSSO;5738;293
MATO GROSSO;5746;515
MATO GROSSO;5762;1
MATO GROSSO;5770;2
MATO GROSSO;5797;15
MATO GROSSO;5800;26
MATO GROSSO;5819;172
MATO GROSSO;5827;5
MATO GROSSO;5835;186
MATO GROSSO;5843;43
MATO GROSSO;5851;4
MATO GROSSO;5860;8
MATO GROSSO;5878;30
MATO GROSSO;5908;9
MATO GROSSO;5916;1
MATO GROSSO;5924;2
MATO GROSSO;5932;1
MATO GROSSO;5940;9
MATO GROSSO;5959;12
MATO GROSSO;5967;550
MATO GROSSO;5975;1
MATO GROSSO;5991;30
MATO GROSSO;6009;1
MATO GROSSO;6017;83
MATO GROSSO;6025;13
MATO GROSSO;6041;955
MATO GROSSO;6050;11698
MATO GROSSO;6068;395
MATO GROSSO;6076;10
MATO GROSSO;6084;15
MATO GROSSO;6122;35
MATO GROSSO;6130;3
MATO GROSSO;6149;4
MATO GROSSO;6173;6
MATO GROSSO;6181;7
MATO GROSSO;6190;1
MATO GROSSO;6262;2
MATO GROSSO;6270;5
MATO GROSSO;6378;1
MATO GROSSO;6408;22
MATO GROSSO;6432;9
MATO GROSSO;6459;1
MATO GROSSO;6491;5
MATO GROSSO;6530;139
MATO GROSSO;6548;17
MATO GROSSO;6556;79
MATO GROSSO;6564;22
MATO GROSSO;6580;183
MATO GROSSO;6599;3880
MATO GROSSO;6602;120
MATO GROSSO;6610;68
MATO GROSSO;6637;699
MATO GROSSO;6645;143
MATO GROSSO;6653;396
MATO GROSSO;6661;21
MATO GROSSO;6670;128
MATO GROSSO;6688;10
MATO GROSSO;6696;4
MATO GROSSO;6700;104
MATO GROSSO;6718;1
MATO GROSSO;6726;170
MATO GROSSO;6750;9
MATO GROSSO;6769;155
MATO GROSSO;6777;1
MATO GROSSO;6785;5
MATO GROSSO;6807;8
MATO GROSSO;6815;2
MATO GROSSO;6823;149
MATO GROSSO;6831;696
MATO GROSSO;6840;73
MATO GROSSO;6858;51
MATO GROSSO;6866;8
MATO GROSSO;6874;1
MATO GROSSO;6882;5
MATO GROSSO;6890;6
MATO GROSSO;6904;14
MATO GROSSO;6912;49
MATO GROSSO;6920;103
MATO GROSSO;6947;18
MATO GROSSO;6955;1
MATO GROSSO;6963;11
MATO GROSSO;6971;19
MATO GROSSO;6980;35
MATO GROSSO;7030;131
MATO GROSSO;7048;145
MATO GROSSO;7056;46
MATO GROSSO;7072;46
MATO GROSSO;7099;8
MATO GROSSO;7102;1
MATO GROSSO;7137;1
MATO GROSSO;7145;2
MATO GROSSO;7188;1
MATO GROSSO;7218;2
MATO GROSSO;7234;20
MATO GROSSO;7242;42
MATO GROSSO;7269;12
MATO GROSSO;7285;21
MATO GROSSO;7293;3
MATO GROSSO;7315;3
MATO GROSSO;7323;16
MATO GROSSO;7340;1021
MATO GROSSO;7358;92
MATO GROSSO;7366;300
MATO GROSSO;7374;3
MATO GROSSO;7455;48012
MATO GROSSO;7463;8609
MATO GROSSO;7471;1584
MATO GROSSO;7552;1
MATO GROSSO;7560;22
MATO GROSSO;7579;201
MATO GROSSO;7587;534
MATO GROSSO;7617;2
MATO GROSSO;7625;138
MATO GROSSO;7633;1395
MATO GROSSO;7670;1
MATO GROSSO;7684;187
MATO GROSSO;7714;10
MATO GROSSO;7722;329
MATO GROSSO;7730;103
MATO GROSSO;7749;5
MATO GROSSO;7781;2
MATO GROSSO DO SUL;5002;4123
MATO GROSSO DO SUL;5010;1139
MATO GROSSO DO SUL;5029;29
MATO GROSSO DO SUL;5037;52
MATO GROSSO DO SUL;5045;315
MATO GROSSO DO SUL;5053;25
MATO GROSSO DO SUL;5061;18
MATO GROSSO DO SUL;5088;1
MATO GROSSO DO SUL;5096;9
MATO GROSSO DO SUL;5118;572
MATO GROSSO DO SUL;5126;9
MATO GROSSO DO SUL;5134;13
MATO GROSSO DO SUL;5142;102
MATO GROSSO DO SUL;5150;2
MATO GROSSO DO SUL;5169;134
MATO GROSSO DO SUL;5177;4
MATO GROSSO DO SUL;5185;3781
MATO GROSSO DO SUL;5193;209
MATO GROSSO DO SUL;5207;107
MATO GROSSO DO SUL;5215;22
MATO GROSSO DO SUL;5231;4
MATO GROSSO DO SUL;5240;3
MATO GROSSO DO SUL;5274;94
MATO GROSSO DO SUL;5282;6
MATO GROSSO DO SUL;5304;1
MATO GROSSO DO SUL;5320;3
MATO GROSSO DO SUL;5347;1
MATO GROSSO DO SUL;5363;1
MATO GROSSO DO SUL;5380;112
MATO GROSSO DO SUL;5398;5
MATO GROSSO DO SUL;5401;17
MATO GROSSO DO SUL;5410;44
MATO GROSSO DO SUL;5428;37
MATO GROSSO DO SUL;5436;3
MATO GROSSO DO SUL;5444;14
MATO GROSSO DO SUL;5452;843
MATO GROSSO DO SUL;5460;94
MATO GROSSO DO SUL;5479;12
MATO GROSSO DO SUL;5487;207
MATO GROSSO DO SUL;5495;21
MATO GROSSO DO SUL;5509;157
MATO GROSSO DO SUL;5517;2
MATO GROSSO DO SUL;5525;128
MATO GROSSO DO SUL;5541;1245
MATO GROSSO DO SUL;5550;688
MATO GROSSO DO SUL;5568;609
MATO GROSSO DO SUL;5576;7
MATO GROSSO DO SUL;5584;6
MATO GROSSO DO SUL;5592;51
MATO GROSSO DO SUL;5606;1
MATO GROSSO DO SUL;5614;29
MATO GROSSO DO SUL;5622;90
MATO GROSSO DO SUL;5630;14
MATO GROSSO DO SUL;5657;9
MATO GROSSO DO SUL;5665;25
MATO GROSSO DO SUL;5673;209
MATO GROSSO DO SUL;5681;68
MATO GROSSO DO SUL;5690;4
MATO GROSSO DO SUL;5703;207
MATO GROSSO DO SUL;5711;70
MATO GROSSO DO SUL;5720;44
MATO GROSSO DO SUL;5738;213
MATO GROSSO DO SUL;5746;466
MATO GROSSO DO SUL;5770;4
MATO GROSSO DO SUL;5797;3
MATO GROSSO DO SUL;5800;22
MATO GROSSO DO SUL;5819;149
MATO GROSSO DO SUL;5827;4
MATO GROSSO DO SUL;5835;157
MATO GROSSO DO SUL;5843;96
MATO GROSSO DO SUL;5851;18
MATO GROSSO DO SUL;5860;1
MATO GROSSO DO SUL;5878;34
MATO GROSSO DO SUL;5908;5
MATO GROSSO DO SUL;5916;3
MATO GROSSO DO SUL;5924;6
MATO GROSSO DO SUL;5940;3
MATO GROSSO DO SUL;5959;12
MATO GROSSO DO SUL;5967;354
MATO GROSSO DO SUL;5975;7
MATO GROSSO DO SUL;5991;20
MATO GROSSO DO SUL;6017;34
MATO GROSSO DO SUL;6025;3
MATO GROSSO DO SUL;6033;1
MATO GROSSO DO SUL;6041;341
MATO GROSSO DO SUL;6050;2782
MATO GROSSO DO SUL;6068;390
MATO GROSSO DO SUL;6076;11
MATO GROSSO DO SUL;6084;8
MATO GROSSO DO SUL;6122;28
MATO GROSSO DO SUL;6130;5
MATO GROSSO DO SUL;6173;7
MATO GROSSO DO SUL;6181;2
MATO GROSSO DO SUL;6270;36
MATO GROSSO DO SUL;6394;3
MATO GROSSO DO SUL;6408;75
MATO GROSSO DO SUL;6432;4
MATO GROSSO DO SUL;6440;3
MATO GROSSO DO SUL;6459;4
MATO GROSSO DO SUL;6483;4
MATO GROSSO DO SUL;6491;5
MATO GROSSO DO SUL;6530;175
MATO GROSSO DO SUL;6548;6
MATO GROSSO DO SUL;6556;28
MATO GROSSO DO SUL;6564;21
MATO GROSSO DO SUL;6572;1
MATO GROSSO DO SUL;6580;65
MATO GROSSO DO SUL;6599;2043
MATO GROSSO DO SUL;6602;122
MATO GROSSO DO SUL;6610;56
MATO GROSSO DO SUL;6637;555
MATO GROSSO DO SUL;6645;134
MATO GROSSO DO SUL;6653;178
MATO GROSSO DO SUL;6661;23
MATO GROSSO DO SUL;6670;133
MATO GROSSO DO SUL;6688;11
MATO GROSSO DO SUL;6696;3
MATO GROSSO DO SUL;6700;59
MATO GROSSO DO SUL;6726;342
MATO GROSSO DO SUL;6750;20
MATO GROSSO DO SUL;6769;510
MATO GROSSO DO SUL;6777;1
MATO GROSSO DO SUL;6785;5
MATO GROSSO DO SUL;6807;10
MATO GROSSO DO SUL;6823;62
MATO GROSSO DO SUL;6831;277
MATO GROSSO DO SUL;6840;58
MATO GROSSO DO SUL;6858;41
MATO GROSSO DO SUL;6882;5
MATO GROSSO DO SUL;6890;3
MATO GROSSO DO SUL;6904;5
MATO GROSSO DO SUL;6912;27
MATO GROSSO DO SUL;6920;5290
MATO GROSSO DO SUL;6939;1
MATO GROSSO DO SUL;6947;22
MATO GROSSO DO SUL;6955;1
MATO GROSSO DO SUL;6963;22
MATO GROSSO DO SUL;6971;4
MATO GROSSO DO SUL;6980;32
MATO GROSSO DO SUL;7030;54
MATO GROSSO DO SUL;7048;49
MATO GROSSO DO SUL;7056;48
MATO GROSSO DO SUL;7072;15
MATO GROSSO DO SUL;7099;10
MATO GROSSO DO SUL;7102;8
MATO GROSSO DO SUL;7145;2
MATO GROSSO DO SUL;7218;6
