UF;Codigo_Infracao;Quantidade
RIO GRANDE DO NORTE;5517;1
RONDONIA;5517;1
SAO PAULO;5517;10
SERGIPE;5517;1
ACRE;5525;3
ALAGOAS;5525;9
AMAZONAS;5525;27
AMAPA;5525;1
BAHIA;5525;51
CEARA;5525;107
DISTRITO FEDERAL;5525;28
ESPIRITO SANTO;5525;11
GOIAS;5525;29
MARANHAO;5525;2
MATO GROSSO;5525;11
MATO GROSSO DO SUL;5525;23
MINAS GERAIS;5525;1551
PARA;5525;7
PARAIBA;5525;21
PARANA;5525;41
PERNAMBUCO;5525;25
PIAUI;5525;14
RIO DE JANEIRO;5525;72
RIO GRANDE DO NORTE;5525;43
RIO GRANDE DO SUL;5525;19
RONDONIA;5525;5
RORAIMA;5525;12
SANTA CATARINA;5525;19
SAO PAULO;5525;1507
SERGIPE;5525;6
TOCANTINS;5525;3
DISTRITO FEDERAL;5533;1
MINAS GERAIS;5533;1
ACRE;5541;10
ALAGOAS;5541;30
AMAZONAS;5541;145
AMAPA;5541;21
BAHIA;5541;97
CEARA;5541;563
DISTRITO FEDERAL;5541;51
ESPIRITO SANTO;5541;61
GOIAS;5541;62
MARANHAO;5541;20
MATO GROSSO;5541;51
MATO GROSSO DO SUL;5541;351
MINAS GERAIS;5541;13384
PARA;5541;26
PARAIBA;5541;515
PARANA;5541;752
PERNAMBUCO;5541;241
PIAUI;5541;117
RIO DE JANEIRO;5541;159
RIO GRANDE DO NORTE;5541;146
RIO GRANDE DO SUL;5541;311
RONDONIA;5541;14
RORAIMA;5541;4
SANTA CATARINA;5541;79
SAO PAULO;5541;12544
SERGIPE;5541;4
TOCANTINS;5541;8
ACRE;5550;8
ALAGOAS;5550;206
AMAZONAS;5550;1623
AMAPA;5550;8
BAHIA;5550;86
CEARA;5550;1068
DISTRITO FEDERAL;5550;67
ESPIRITO SANTO;5550;25
GOIAS;5550;49
MARANHAO;5550;29
MATO GROSSO;5550;76
MATO GROSSO DO SUL;5550;178
MINAS GERAIS;5550;4303
PARA;5550;83
PARAIBA;5550;936
PARANA;5550;369
PERNAMBUCO;5550;380
PIAUI;5550;285
RIO DE JANEIRO;5550;166
RIO GRANDE DO NORTE;5550;253
RIO GRANDE DO SUL;5550;216
RONDONIA;5550;6
RORAIMA;5550;7
SANTA CATARINA;5550;82
SAO PAULO;5550;8041
SERGIPE;5550;15
TOCANTINS;5550;3
ACRE;5568;5
ALAGOAS;5568;38
AMAZONAS;5568;168
AMAPA;5568;14
BAHIA;5568;37
CEARA;5568;42
DISTRITO FEDERAL;5568;53
ESPIRITO SANTO;5568;30
GOIAS;5568;73
MARANHAO;5568;9
MATO GROSSO;5568;75
MATO GROSSO DO SUL;5568;124
MINAS GERAIS;5568;2935
PARA;5568;18
PARAIBA;5568;131
PARANA;5568;381
PERNAMBUCO;5568;82
PIAUI;5568;40
RIO DE JANEIRO;5568;192
RIO GRANDE DO NORTE;5568;27
RIO GRANDE DO SUL;5568;122
RONDONIA;5568;8
RORAIMA;5568;6
SANTA CATARINA;5568;79
SAO PAULO;5568;4765
SERGIPE;5568;4
TOCANTINS;5568;4
AMAZONAS;5576;4
BAHIA;5576;1
CEARA;5576;3
DISTRITO FEDERAL;5576;1
MATO GROSSO DO SUL;5576;1
MINAS GERAIS;5576;38
PARAIBA;5576;2
PARANA;5576;4
RIO DE JANEIRO;5576;1
RIO GRANDE DO SUL;5576;1
SAO PAULO;5576;28
CEARA;5584;1
MINAS GERAIS;5584;26
PARANA;5584;1
RIO DE JANEIRO;5584;1
RIO GRANDE DO SUL;5584;1
SAO PAULO;5584;13
ALAGOAS;5592;2
AMAZONAS;5592;31
BAHIA;5592;5
CEARA;5592;22
DISTRITO FEDERAL;5592;1
ESPIRITO SANTO;5592;1
MARANHAO;5592;1
MINAS GERAIS;5592;262
PARA;5592;5
PARANA;5592;53
PIAUI;5592;2
RIO DE JANEIRO;5592;2
RIO GRANDE DO NORTE;5592;4
RIO GRANDE DO SUL;5592;15
RONDONIA;5592;2
RORAIMA;5592;1
SANTA CATARINA;5592;7
SAO PAULO;5592;221
SERGIPE;5592;1
BAHIA;5606;2
CEARA;5606;2
MINAS GERAIS;5606;52
PARAIBA;5606;2
PARANA;5606;4
RIO DE JANEIRO;5606;5
RIO GRANDE DO NORTE;5606;1
SANTA CATARINA;5606;1
SAO PAULO;5606;10
ACRE;5614;1
ALAGOAS;5614;8
AMAZONAS;5614;2
AMAPA;5614;3
BAHIA;5614;23
CEARA;5614;28
DISTRITO FEDERAL;5614;26
ESPIRITO SANTO;5614;21
GOIAS;5614;51
MARANHAO;5614;6
MATO GROSSO;5614;7
MATO GROSSO DO SUL;5614;6
MINAS GERAIS;5614;151
PARA;5614;30
PARAIBA;5614;16
PARANA;5614;49
PERNAMBUCO;5614;79
PIAUI;5614;40
RIO DE JANEIRO;5614;56
RIO GRANDE DO NORTE;5614;138
RIO GRANDE DO SUL;5614;76
RONDONIA;5614;9
RORAIMA;5614;1
SANTA CATARINA;5614;27
SAO PAULO;5614;88
SERGIPE;5614;2
TOCANTINS;5614;4
ALAGOAS;5622;8
AMAZONAS;5622;14
BAHIA;5622;1
CEARA;5622;22
DISTRITO FEDERAL;5622;7
ESPIRITO SANTO;5622;4
GOIAS;5622;5
MARANHAO;5622;1
MATO GROSSO;5622;1
MATO GROSSO DO SUL;5622;5
MINAS GERAIS;5622;242
PARA;5622;1
PARAIBA;5622;22
PARANA;5622;37
PERNAMBUCO;5622;10
PIAUI;5622;6
RIO DE JANEIRO;5622;13
RIO GRANDE DO NORTE;5622;7
RIO GRANDE DO SUL;5622;12
SANTA CATARINA;5622;7
SAO PAULO;5622;667
ALAGOAS;5630;2
AMAZONAS;5630;8
BAHIA;5630;2
CEARA;5630;15
DISTRITO FEDERAL;5630;1
ESPIRITO SANTO;5630;2
GOIAS;5630;2
MATO GROSSO;5630;1
MATO GROSSO DO SUL;5630;9
MINAS GERAIS;5630;86
PARA;5630;2
PARAIBA;5630;1
PARANA;5630;7
PERNAMBUCO;5630;12
RIO DE JANEIRO;5630;1
RIO GRANDE DO SUL;5630;11
RONDONIA;5630;1
SAO PAULO;5630;45
AMAZONAS;5649;2
CEARA;5649;5
MINAS GERAIS;5649;2
RIO DE JANEIRO;5649;1
RORAIMA;5649;2
SAO PAULO;5649;1
ALAGOAS;5657;2
BAHIA;5657;6
DISTRITO FEDERAL;5657;3
GOIAS;5657;3
MATO GROSSO DO SUL;5657;1
MINAS GERAIS;5657;91
PARAIBA;5657;2
PARANA;5657;2
PERNAMBUCO;5657;1
RIO DE JANEIRO;5657;2
RIO GRANDE DO NORTE;5657;1
RIO GRANDE DO SUL;5657;1
RONDONIA;5657;2
SANTA CATARINA;5657;1
SAO PAULO;5657;38
SERGIPE;5657;3
ALAGOAS;5665;6
AMAZONAS;5665;28
AMAPA;5665;2
BAHIA;5665;1
CEARA;5665;12
DISTRITO FEDERAL;5665;39
ESPIRITO SANTO;5665;5
GOIAS;5665;19
MARANHAO;5665;10
MATO GROSSO;5665;4
MATO GROSSO DO SUL;5665;1
MINAS GERAIS;5665;170
PARA;5665;3
PARAIBA;5665;3
PARANA;5665;14
PERNAMBUCO;5665;10
PIAUI;5665;5
RIO DE JANEIRO;5665;15
RIO GRANDE DO NORTE;5665;1
RIO GRANDE DO SUL;5665;39
SANTA CATARINA;5665;5
SAO PAULO;5665;380
TOCANTINS;5665;1
ALAGOAS;5673;2
AMAZONAS;5673;20
AMAPA;5673;2
BAHIA;5673;2
CEARA;5673;146
DISTRITO FEDERAL;5673;6
ESPIRITO SANTO;5673;4
GOIAS;5673;7
MARANHAO;5673;11
MATO GROSSO;5673;85
MATO GROSSO DO SUL;5673;172
MINAS GERAIS;5673;139
PARA;5673;17
PARAIBA;5673;201
PARANA;5673;116
PERNAMBUCO;5673;29
PIAUI;5673;5
RIO DE JANEIRO;5673;15
RIO GRANDE DO NORTE;5673;45
RIO GRANDE DO SUL;5673;26
RONDONIA;5673;4
RORAIMA;5673;7
SANTA CATARINA;5673;9
SAO PAULO;5673;1786
TOCANTINS;5673;1
ALAGOAS;5681;172
AMAZONAS;5681;2
AMAPA;5681;5
BAHIA;5681;22
CEARA;5681;7
DISTRITO FEDERAL;5681;3005
ESPIRITO SANTO;5681;5
GOIAS;5681;213
MARANHAO;5681;7
MATO GROSSO;5681;9
MATO GROSSO DO SUL;5681;7
MINAS GERAIS;5681;120
PARA;5681;155
PARAIBA;5681;30
PARANA;5681;18
PERNAMBUCO;5681;11
PIAUI;5681;12
RIO DE JANEIRO;5681;155
RIO GRANDE DO NORTE;5681;5
RIO GRANDE DO SUL;5681;8
RONDONIA;5681;8
SANTA CATARINA;5681;11
SAO PAULO;5681;77
SERGIPE;5681;3
TOCANTINS;5681;6
AMAZONAS;5690;1
BAHIA;5690;7
DISTRITO FEDERAL;5690;274
ESPIRITO SANTO;5690;5
GOIAS;5690;103
MARANHAO;5690;3
MATO GROSSO;5690;7
MATO GROSSO DO SUL;5690;12
MINAS GERAIS;5690;1210
PARA;5690;2
PARAIBA;5690;30
PARANA;5690;14
PERNAMBUCO;5690;9
PIAUI;5690;6
RIO DE JANEIRO;5690;5
RIO GRANDE DO NORTE;5690;1
RIO GRANDE DO SUL;5690;3
RONDONIA;5690;5
RORAIMA;5690;1
SANTA CATARINA;5690;15
SAO PAULO;5690;129
SERGIPE;5690;1
TOCANTINS;5690;10
AMAZONAS;5703;669
BAHIA;5703;21
CEARA;5703;12
DISTRITO FEDERAL;5703;87
ESPIRITO SANTO;5703;25
GOIAS;5703;858
MARANHAO;5703;8
MATO GROSSO;5703;19
MATO GROSSO DO SUL;5703;19
MINAS GERAIS;5703;194
PARA;5703;22
PARAIBA;5703;3
PARANA;5703;347
PERNAMBUCO;5703;9
PIAUI;5703;1
RIO DE JANEIRO;5703;211
RIO GRANDE DO NORTE;5703;7
RIO GRANDE DO SUL;5703;274
RONDONIA;5703;4
SANTA CATARINA;5703;425
SAO PAULO;5703;796
SERGIPE;5703;3
TOCANTINS;5703;28
ACRE;5711;2
ALAGOAS;5711;2
AMAZONAS;5711;44
BAHIA;5711;24
CEARA;5711;52
DISTRITO FEDERAL;5711;57
ESPIRITO SANTO;5711;126
GOIAS;5711;65
MARANHAO;5711;9
MATO GROSSO;5711;42
MATO GROSSO DO SUL;5711;10
MINAS GERAIS;5711;157
PARA;5711;6
PARAIBA;5711;43
PARANA;5711;539
PERNAMBUCO;5711;123
PIAUI;5711;3
RIO DE JANEIRO;5711;185
RIO GRANDE DO NORTE;5711;15
RIO GRANDE DO SUL;5711;348
RONDONIA;5711;4
RORAIMA;5711;1
SANTA CATARINA;5711;644
SAO PAULO;5711;360
SERGIPE;5711;1
TOCANTINS;5711;10
ACRE;5720;17
ALAGOAS;5720;73
AMAZONAS;5720;40
AMAPA;5720;1
BAHIA;5720;119
CEARA;5720;114
DISTRITO FEDERAL;5720;33
ESPIRITO SANTO;5720;39
GOIAS;5720;52
MARANHAO;5720;31
MATO GROSSO;5720;83
MATO GROSSO DO SUL;5720;37
MINAS GERAIS;5720;427
PARA;5720;22
PARAIBA;5720;29
PARANA;5720;135
PERNAMBUCO;5720;68
PIAUI;5720;25
RIO DE JANEIRO;5720;58
RIO GRANDE DO NORTE;5720;56
RIO GRANDE DO SUL;5720;126
RONDONIA;5720;63
RORAIMA;5720;17
SANTA CATARINA;5720;110
SAO PAULO;5720;249
SERGIPE;5720;18
TOCANTINS;5720;5
ACRE;5738;29
ALAGOAS;5738;41
AMAZONAS;5738;98
AMAPA;5738;5
BAHIA;5738;164
CEARA;5738;701
DISTRITO FEDERAL;5738;97
ESPIRITO SANTO;5738;45
GOIAS;5738;115
MARANHAO;5738;43
MATO GROSSO;5738;33
MATO GROSSO DO SUL;5738;42
MINAS GERAIS;5738;1585
PARA;5738;28
PARAIBA;5738;182
PARANA;5738;112
PERNAMBUCO;5738;146
PIAUI;5738;58
RIO DE JANEIRO;5738;131
RIO GRANDE DO NORTE;5738;41
RIO GRANDE DO SUL;5738;76
RONDONIA;5738;65
RORAIMA;5738;26
SANTA CATARINA;5738;47
SAO PAULO;5738;2387
SERGIPE;5738;20
TOCANTINS;5738;9
ACRE;5746;1
ALAGOAS;5746;9
AMAZONAS;5746;8
AMAPA;5746;3
BAHIA;5746;77
CEARA;5746;447
DISTRITO FEDERAL;5746;22
ESPIRITO SANTO;5746;238
GOIAS;5746;75
MARANHAO;5746;24
MATO GROSSO;5746;69
MATO GROSSO DO SUL;5746;48
MINAS GERAIS;5746;805
PARA;5746;20
PARAIBA;5746;23
PARANA;5746;320
PERNAMBUCO;5746;105
PIAUI;5746;79
RIO DE JANEIRO;5746;338
RIO GRANDE DO NORTE;5746;53
RIO GRANDE DO SUL;5746;142
RONDONIA;5746;15
RORAIMA;5746;3
SANTA CATARINA;5746;238
SAO PAULO;5746;3476
SERGIPE;5746;16
TOCANTINS;5746;15
CEARA;5762;2
DISTRITO FEDERAL;5762;1
ESPIRITO SANTO;5762;1
GOIAS;5762;5
MINAS GERAIS;5762;13
PARAIBA;5762;1
PARANA;5762;10
PERNAMBUCO;5762;1
RIO DE JANEIRO;5762;1
RIO GRANDE DO SUL;5762;9
SANTA CATARINA;5762;16
SAO PAULO;5762;12
ALAGOAS;5770;2
AMAZONAS;5770;3
BAHIA;5770;35
CEARA;5770;27
DISTRITO FEDERAL;5770;22
ESPIRITO SANTO;5770;8
GOIAS;5770;15
MARANHAO;5770;9
MATO GROSSO;5770;4
MATO GROSSO DO SUL;5770;1
MINAS GERAIS;5770;49
PARA;5770;3
PARAIBA;5770;13
PARANA;5770;42
PERNAMBUCO;5770;43
PIAUI;5770;2
RIO DE JANEIRO;5770;142
RIO GRANDE DO NORTE;5770;18
RIO GRANDE DO SUL;5770;36
RONDONIA;5770;6
RORAIMA;5770;6
SANTA CATARINA;5770;67
SAO PAULO;5770;51
SERGIPE;5770;3
TOCANTINS;5770;3
AMAZONAS;5789;1
BAHIA;5789;2
CEARA;5789;1
GOIAS;5789;1
MINAS GERAIS;5789;4
PARAIBA;5789;2
PARANA;5789;1
PERNAMBUCO;5789;3
RIO DE JANEIRO;5789;3
RIO GRANDE DO SUL;5789;9
SANTA CATARINA;5789;4
ACRE;5797;7
ALAGOAS;5797;15
AMAZONAS;5797;8
AMAPA;5797;2
BAHIA;5797;72
CEARA;5797;34
DISTRITO FEDERAL;5797;29
ESPIRITO SANTO;5797;23
GOIAS;5797;50
MARANHAO;5797;16
MATO GROSSO;5797;51
MATO GROSSO DO SUL;5797;19
MINAS GERAIS;5797;131
PARA;5797;12
PARAIBA;5797;7
PARANA;5797;62
PERNAMBUCO;5797;52
PIAUI;5797;14
RIO DE JANEIRO;5797;39
RIO GRANDE DO NORTE;5797;14
RIO GRANDE DO SUL;5797;61
RONDONIA;5797;12
RORAIMA;5797;4
SANTA CATARINA;5797;45
SAO PAULO;5797;71
SERGIPE;5797;9
TOCANTINS;5797;9
ACRE;5800;2
ALAGOAS;5800;6
BAHIA;5800;25
CEARA;5800;16
DISTRITO FEDERAL;5800;36
ESPIRITO SANTO;5800;21
GOIAS;5800;478
MARANHAO;5800;4
MATO GROSSO;5800;13
MATO GROSSO DO SUL;5800;7
MINAS GERAIS;5800;465
PARA;5800;9
PARAIBA;5800;84
PARANA;5800;189
PERNAMBUCO;5800;21
PIAUI;5800;2
RIO DE JANEIRO;5800;146
RIO GRANDE DO NORTE;5800;2
RIO GRANDE DO SUL;5800;316
RONDONIA;5800;13
RORAIMA;5800;1
SANTA CATARINA;5800;283
SAO PAULO;5800;1498
SERGIPE;5800;1
TOCANTINS;5800;4
ACRE;5819;47
ALAGOAS;5819;80
AMAZONAS;5819;135
AMAPA;5819;19
BAHIA;5819;217
CEARA;5819;854
DISTRITO FEDERAL;5819;1655
ESPIRITO SANTO;5819;140
GOIAS;5819;730
MARANHAO;5819;118
MATO GROSSO;5819;68
MATO GROSSO DO SUL;5819;49
MINAS GERAIS;5819;1123
PARA;5819;120
PARAIBA;5819;309
PARANA;5819;631
PERNAMBUCO;5819;1127
PIAUI;5819;82
RIO DE JANEIRO;5819;2201
RIO GRANDE DO NORTE;5819;152
RIO GRANDE DO SUL;5819;371
RONDONIA;5819;70
RORAIMA;5819;190
SANTA CATARINA;5819;608
SAO PAULO;5819;1838
SERGIPE;5819;27
TOCANTINS;5819;25
ACRE;5827;1
ALAGOAS;5827;3
AMAZONAS;5827;2
AMAPA;5827;1
BAHIA;5827;8
CEARA;5827;5
DISTRITO FEDERAL;5827;7
ESPIRITO SANTO;5827;1
GOIAS;5827;9
MARANHAO;5827;1
MATO GROSSO;5827;1
MATO GROSSO DO SUL;5827;3
MINAS GERAIS;5827;48
PARA;5827;3
PARAIBA;5827;3
PARANA;5827;4
PERNAMBUCO;5827;17
RIO DE JANEIRO;5827;19
RIO GRANDE DO NORTE;5827;4
RIO GRANDE DO SUL;5827;10
RONDONIA;5827;1
SANTA CATARINA;5827;7
SAO PAULO;5827;44
SERGIPE;5827;2
ACRE;5835;42
ALAGOAS;5835;156
AMAZONAS;5835;108
AMAPA;5835;12
BAHIA;5835;333
CEARA;5835;523
DISTRITO FEDERAL;5835;150
ESPIRITO SANTO;5835;337
GOIAS;5835;312
MARANHAO;5835;96
MATO GROSSO;5835;132
MATO GROSSO DO SUL;5835;221
MINAS GERAIS;5835;1546
PARA;5835;133
PARAIBA;5835;181
PARANA;5835;343
PERNAMBUCO;5835;269
PIAUI;5835;122
RIO DE JANEIRO;5835;670
RIO GRANDE DO NORTE;5835;170
RIO GRANDE DO SUL;5835;345
RONDONIA;5835;260
RORAIMA;5835;53
SANTA CATARINA;5835;359
SAO PAULO;5835;663
SERGIPE;5835;116
TOCANTINS;5835;54
ACRE;5843;2
ALAGOAS;5843;57
AMAZONAS;5843;62
BAHIA;5843;46
CEARA;5843;141
DISTRITO FEDERAL;5843;222
ESPIRITO SANTO;5843;8
GOIAS;5843;440
MARANHAO;5843;7
MATO GROSSO;5843;13
MATO GROSSO DO SUL;5843;8
MINAS GERAIS;5843;529
PARA;5843;9
PARAIBA;5843;18
PARANA;5843;106
PERNAMBUCO;5843;48
PIAUI;5843;4
RIO DE JANEIRO;5843;61
RIO GRANDE DO NORTE;5843;41
RIO GRANDE DO SUL;5843;144
RONDONIA;5843;37
RORAIMA;5843;6
SANTA CATARINA;5843;132
SAO PAULO;5843;1026
SERGIPE;5843;10
TOCANTINS;5843;6
ALAGOAS;5851;3
AMAZONAS;5851;8
BAHIA;5851;7
CEARA;5851;14
DISTRITO FEDERAL;5851;23
ESPIRITO SANTO;5851;1
GOIAS;5851;2
MATO GROSSO;5851;13
MATO GROSSO DO SUL;5851;1
MINAS GERAIS;5851;39
PARA;5851;2
PARAIBA;5851;5
PARANA;5851;58
PERNAMBUCO;5851;13
PIAUI;5851;1
RIO DE JANEIRO;5851;6
RIO GRANDE DO NORTE;5851;27
RIO GRANDE DO SUL;5851;28
RONDONIA;5851;16
RORAIMA;5851;1
SANTA CATARINA;5851;24
SAO PAULO;5851;146
SERGIPE;5851;1
ALAGOAS;5860;3
BAHIA;5860;14
CEARA;5860;14
DISTRITO FEDERAL;5860;13
ESPIRITO SANTO;5860;7
GOIAS;5860;11
MARANHAO;5860;18
MATO GROSSO;5860;4
MATO GROSSO DO SUL;5860;1
MINAS GERAIS;5860;75
PARA;5860;33
PARAIBA;5860;5
PARANA;5860;26
PERNAMBUCO;5860;107
PIAUI;5860;1
RIO DE JANEIRO;5860;145
RIO GRANDE DO NORTE;5860;17
RIO GRANDE DO SUL;5860;23
RONDONIA;5860;1
RORAIMA;5860;1
SANTA CATARINA;5860;20
SAO PAULO;5860;52
SERGIPE;5860;1
TOCANTINS;5860;1
ACRE;5878;1
ALAGOAS;5878;2
AMAZONAS;5878;2
BAHIA;5878;15
CEARA;5878;8
DISTRITO FEDERAL;5878;38
ESPIRITO SANTO;5878;5
GOIAS;5878;75
MARANHAO;5878;9
MATO GROSSO;5878;5
MATO GROSSO DO SUL;5878;7
MINAS GERAIS;5878;175
PARA;5878;3
PARAIBA;5878;3
PARANA;5878;69
PERNAMBUCO;5878;24
PIAUI;5878;9
RIO DE JANEIRO;5878;96
RIO GRANDE DO SUL;5878;33
RONDONIA;5878;2
RORAIMA;5878;1
SANTA CATARINA;5878;32
SAO PAULO;5878;279
SERGIPE;5878;3
TOCANTINS;5878;2
AMAPA;5886;1
SAO PAULO;5886;2
BAHIA;5894;1
DISTRITO FEDERAL;5894;1
GOIAS;5894;1
MINAS GERAIS;5894;4
PARAIBA;5894;2
RIO DE JANEIRO;5894;2
RIO GRANDE DO NORTE;5894;1
RIO GRANDE DO SUL;5894;1
SANTA CATARINA;5894;5
SAO PAULO;5894;5
ACRE;5908;1
ALAGOAS;5908;7
AMAZONAS;5908;5
AMAPA;5908;1
BAHIA;5908;93
CEARA;5908;124
DISTRITO FEDERAL;5908;298
ESPIRITO SANTO;5908;39
GOIAS;5908;58
MARANHAO;5908;39
MATO GROSSO;5908;11
MATO GROSSO DO SUL;5908;23
MINAS GERAIS;5908;347
PARA;5908;22
PARAIBA;5908;35
PARANA;5908;53
PERNAMBUCO;5908;145
PIAUI;5908;60
RIO DE JANEIRO;5908;975
RIO GRANDE DO NORTE;5908;35
RIO GRANDE DO SUL;5908;87
RONDONIA;5908;15
RORAIMA;5908;15
SANTA CATARINA;5908;35
SAO PAULO;5908;120
SERGIPE;5908;12
TOCANTINS;5908;8
BAHIA;5916;4
CEARA;5916;2
DISTRITO FEDERAL;5916;3
ESPIRITO SANTO;5916;3
MINAS GERAIS;5916;16
PARANA;5916;4
PIAUI;5916;1
RIO DE JANEIRO;5916;3
RIO GRANDE DO SUL;5916;5
SANTA CATARINA;5916;6
SAO PAULO;5916;9
SERGIPE;5916;3
ALAGOAS;5924;5
AMAZONAS;5924;2
BAHIA;5924;19
CEARA;5924;6
DISTRITO FEDERAL;5924;3
ESPIRITO SANTO;5924;4
GOIAS;5924;11
MATO GROSSO;5924;14
MATO GROSSO DO SUL;5924;1
MINAS GERAIS;5924;30
PARA;5924;2
PARANA;5924;4
PERNAMBUCO;5924;8
RIO DE JANEIRO;5924;4
RIO GRANDE DO NORTE;5924;2
RIO GRANDE DO SUL;5924;19
RONDONIA;5924;11
RORAIMA;5924;1
SANTA CATARINA;5924;13
SAO PAULO;5924;20
SERGIPE;5924;4
TOCANTINS;5924;3
AMAZONAS;5932;1
BAHIA;5932;1
CEARA;5932;1
DISTRITO FEDERAL;5932;1
ESPIRITO SANTO;5932;1
MINAS GERAIS;5932;5
PARANA;5932;1
RIO DE JANEIRO;5932;1
RIO GRANDE DO NORTE;5932;1
RIO GRANDE DO SUL;5932;2
SAO PAULO;5932;10
ALAGOAS;5940;7
AMAZONAS;5940;1
BAHIA;5940;19
CEARA;5940;8
DISTRITO FEDERAL;5940;18
ESPIRITO SANTO;5940;10
GOIAS;5940;13
MARANHAO;5940;10
MATO GROSSO;5940;16
MATO GROSSO DO SUL;5940;2
MINAS GERAIS;5940;54
PARA;5940;3
PARAIBA;5940;9
PARANA;5940;18
PERNAMBUCO;5940;20
PIAUI;5940;6
RIO DE JANEIRO;5940;9
RIO GRANDE DO NORTE;5940;4
RIO GRANDE DO SUL;5940;38
RONDONIA;5940;3
RORAIMA;5940;4
SANTA CATARINA;5940;15
SAO PAULO;5940;9
SERGIPE;5940;20
TOCANTINS;5940;6
ACRE;5959;9
AMAZONAS;5959;7
BAHIA;5959;18
CEARA;5959;3
DISTRITO FEDERAL;5959;5
ESPIRITO SANTO;5959;2
GOIAS;5959;12
MATO GROSSO;5959;73
MATO GROSSO DO SUL;5959;1
MINAS GERAIS;5959;54
PARA;5959;9
PARAIBA;5959;2
PARANA;5959;10
PERNAMBUCO;5959;15
PIAUI;5959;3
RIO DE JANEIRO;5959;8
RIO GRANDE DO NORTE;5959;10
RIO GRANDE DO SUL;5959;19
RONDONIA;5959;18
RORAIMA;5959;5
SANTA CATARINA;5959;18
SAO PAULO;5959;29
SERGIPE;5959;9
ACRE;5967;72
ALAGOAS;5967;365
AMAZONAS;5967;148
AMAPA;5967;12
BAHIA;5967;2505
CEARA;5967;1482
DISTRITO FEDERAL;5967;1319
ESPIRITO SANTO;5967;1062
GOIAS;5967;996
MARANHAO;5967;451
MATO GROSSO;5967;958
MATO GROSSO DO SUL;5967;583
MINAS GERAIS;5967;4535
PARA;5967;419
PARAIBA;5967;395
PARANA;5967;2199
PERNAMBUCO;5967;777
PIAUI;5967;632
RIO DE JANEIRO;5967;1770
RIO GRANDE DO NORTE;5967;432
RIO GRANDE DO SUL;5967;1806
RONDONIA;5967;942
RORAIMA;5967;67
SANTA CATARINA;5967;1758
SAO PAULO;5967;1774
SERGIPE;5967;369
TOCANTINS;5967;176
ACRE;5975;4
ALAGOAS;5975;28
AMAZONAS;5975;2
BAHIA;5975;84
CEARA;5975;104
DISTRITO FEDERAL;5975;11
ESPIRITO SANTO;5975;19
GOIAS;5975;17
MARANHAO;5975;14
MATO GROSSO;5975;35
MATO GROSSO DO SUL;5975;20
MINAS GERAIS;5975;87
PARA;5975;14
PARAIBA;5975;55
PARANA;5975;82
PERNAMBUCO;5975;64
PIAUI;5975;26
RIO DE JANEIRO;5975;78
RIO GRANDE DO NORTE;5975;39
RIO GRANDE DO SUL;5975;130
RONDONIA;5975;33
RORAIMA;5975;1
SANTA CATARINA;5975;99
SAO PAULO;5975;68
SERGIPE;5975;7
TOCANTINS;5975;4
MINAS GERAIS;5983;2
RONDONIA;5983;1
ACRE;5991;6
ALAGOAS;5991;23
AMAZONAS;5991;142
AMAPA;5991;3
BAHIA;5991;45
CEARA;5991;124
DISTRITO FEDERAL;5991;51
ESPIRITO SANTO;5991;21
GOIAS;5991;19
MARANHAO;5991;10
MATO GROSSO;5991;13
MATO GROSSO DO SUL;5991;36
MINAS GERAIS;5991;300
PARA;5991;12
PARAIBA;5991;32
PARANA;5991;53
PERNAMBUCO;5991;40
PIAUI;5991;13
RIO DE JANEIRO;5991;63
RIO GRANDE DO NORTE;5991;58
RIO GRANDE DO SUL;5991;68
RONDONIA;5991;17
RORAIMA;5991;12
SANTA CATARINA;5991;29
SAO PAULO;5991;476
SERGIPE;5991;12
TOCANTINS;5991;4
ALAGOAS;6009;4
BAHIA;6009;1
CEARA;6009;9
DISTRITO FEDERAL;6009;15
MINAS GERAIS;6009;11
PARANA;6009;6
PERNAMBUCO;6009;9
PIAUI;6009;1
RIO DE JANEIRO;6009;1
RIO GRANDE DO NORTE;6009;2
RIO GRANDE DO SUL;6009;2
RORAIMA;6009;1
SANTA CATARINA;6009;2
SAO PAULO;6009;14
ACRE;6017;12
ALAGOAS;6017;24
AMAZONAS;6017;291
AMAPA;6017;5
BAHIA;6017;15
CEARA;6017;188
DISTRITO FEDERAL;6017;81
ESPIRITO SANTO;6017;7
GOIAS;6017;34
MARANHAO;6017;58
MATO GROSSO;6017;11
MATO GROSSO DO SUL;6017;6
MINAS GERAIS;6017;126
PARA;6017;29
PARAIBA;6017;36
PARANA;6017;28
PERNAMBUCO;6017;93
PIAUI;6017;43
RIO DE JANEIRO;6017;22
RIO GRANDE DO NORTE;6017;16
RIO GRANDE DO SUL;6017;8
RONDONIA;6017;43
RORAIMA;6017;2
SANTA CATARINA;6017;11
SAO PAULO;6017;207
SERGIPE;6017;24
TOCANTINS;6017;1
ACRE;6025;1
ALAGOAS;6025;2
AMAZONAS;6025;4
AMAPA;6025;2
BAHIA;6025;13
CEARA;6025;4
DISTRITO FEDERAL;6025;10
GOIAS;6025;11
MINAS GERAIS;6025;42
PARA;6025;1
PARAIBA;6025;2
PARANA;6025;13
PERNAMBUCO;6025;4
PIAUI;6025;1
RIO DE JANEIRO;6025;5
RIO GRANDE DO NORTE;6025;4
